id,label
0,0.50062495470047
1,0.6237500309944153
2,0.6868749260902405
3,0.752500057220459
4,0.7856250405311584
5,0.8031250834465027
6,0.8225000500679016
7,0.8299999833106995
8,0.8381250500679016
9,0.8668749928474426
